sub dur iti acc rt correct resp ss ptrl
59 990 medium 1 889 s s 3 cor
6 5990 long 0 711 s d 3 cor
6 11990 medium 1 734 d d 3 inc
6 11990 medium 1 806 d d 3 cor
6 5990 medium 1 776 d d 3 cor
6 990 long 1 895 s s 3 cor
6 990 medium 1 1474 s s 3 cor
6 11990 long 1 1015 s s 3 cor
6 5990 medium 1 1219 s s 3 cor
6 5990 medium 1 968 s s 3 cor
6 11990 long 1 901 s s 3 cor
6 5990 long 1 1013 d d 3 cor
6 11990 short 1 1026 d d 3 cor
6 990 long 1 867 d d 3 cor
6 11990 short 1 887 s s 3 cor
6 11990 short 1 1077 d d 3 cor
6 990 short 1 877 s s 3 cor
6 5990 medium 1 1266 d d 3 cor
6 11990 long 1 840 d d 3 cor
6 990 long 1 765 s s 3 cor
6 11990 medium 1 906 s s 3 cor
6 990 medium 1 840 s s 3 cor
6 990 medium 1 941 d d 3 cor
6 990 long 1 815 d d 3 cor
6 5990 short 1 1845 s s 3 cor
6 990 short 1 1180 d d 3 cor
6 11990 short 0 1282 s d 3 cor
6 5990 long 0 734 s d 3 inc
6 11990 medium 1 951 s s 3 inc
6 11990 long 0 1315 d s 3 cor
6 5990 short 0 1058 d s 3 inc
6 990 short 1 945 s s 3 inc
6 990 medium 1 1105 d d 3 cor
6 5990 short 1 1106 s s 3 cor
6 990 short 1 843 d d 3 cor
6 5990 short 1 936 d d 3 cor
6 5990 long 1 983 d d 3 cor
6 5990 short 1 788 d d 3 cor
6 5990 short 1 978 s s 3 cor
6 990 short 1 840 d d 3 cor
6 990 long 1 832 d d 3 cor
6 11990 long 0 998 s d 3 cor
6 5990 long 1 688 s s 3 inc
6 5990 long 1 797 s s 3 cor
6 5990 long 1 875 d d 3 cor
6 5990 medium 0 927 d s 3 cor
6 11990 medium 1 884 d d 3 inc
6 5990 medium 1 938 s s 3 cor
6 11990 long 1 979 s s 3 cor
6 11990 short 1 844 d d 3 cor
6 990 medium 1 796 s s 3 cor
6 11990 medium 1 733 s s 3 cor
6 11990 long 1 831 d d 3 cor
6 990 long 1 780 d d 3 cor
6 990 short 1 903 s s 3 cor
6 990 short 0 899 d s 3 cor
6 5990 medium 1 838 d d 3 inc
6 990 medium 1 816 s s 3 cor
6 11990 short 1 513 s s 3 cor
6 990 medium 1 960 d d 3 cor
6 990 short 1 836 s s 3 cor
6 11990 long 1 946 d d 3 cor
6 990 long 1 794 s s 3 cor
6 11990 short 1 896 s s 3 cor
6 5990 medium 1 778 s s 3 cor
6 5990 short 0 1293 s d 3 cor
6 5990 long 1 771 d d 3 inc
6 990 medium 1 813 d d 3 cor
6 990 long 1 757 s s 3 cor
6 5990 short 1 735 d d 3 cor
6 11990 medium 0 876 s d 3 cor
6 11990 medium 1 868 d d 3 inc
6 11990 short 1 770 d d 3 cor
6 5990 medium 1 770 d d 3 cor
6 11990 long 1 695 d d 3 cor
6 11990 short 1 768 d d 3 cor
6 5990 long 1 799 s s 3 cor
6 11990 short 1 984 s s 3 cor
6 11990 medium 1 862 d d 3 cor
6 990 medium 1 806 d d 3 cor
6 990 long 1 897 d d 3 cor
6 5990 long 1 747 d d 3 cor
6 11990 medium 0 809 s d 3 cor
6 990 short 1 965 d d 3 inc
6 11990 medium 1 935 d d 3 cor
6 5990 long 1 710 d d 3 cor
6 5990 short 1 962 s s 3 cor
6 990 short 1 903 d d 3 cor
6 990 long 1 796 s s 3 cor
6 990 medium 0 835 s d 3 cor
6 5990 medium 1 1325 d d 3 inc
6 5990 short 1 833 d d 3 cor
6 5990 long 1 776 s s 3 cor
6 990 long 1 808 d d 3 cor
6 11990 medium 0 867 s d 3 cor
6 11990 short 1 778 s s 3 inc
6 11990 short 1 741 d d 3 cor
6 990 medium 1 780 d d 3 cor
6 11990 long 0 955 s d 3 cor
6 5990 short 1 780 d d 3 inc
6 5990 medium 1 756 s s 3 cor
6 990 long 1 845 s s 3 cor
6 990 short 1 705 s s 3 cor
6 990 medium 1 727 s s 3 cor
6 5990 medium 0 1048 s d 3 cor
6 11990 long 1 704 s s 3 inc
6 990 short 1 655 s s 3 cor
6 11990 long 0 915 d s 3 cor
6 5990 short 0 851 s d 3 inc
6 5990 medium 1 781 s s 3 cor
6 990 short 1 750 s s 3 cor
6 990 long 1 1003 s s 3 cor
6 990 long 0 834 d s 3 cor
6 11990 short 1 925 s s 3 inc
6 5990 short 1 826 d d 3 cor
6 5990 medium 1 816 d d 3 cor
6 5990 medium 1 1040 s s 3 cor
6 11990 long 0 1308 s d 3 cor
6 990 medium 1 858 d d 3 inc
6 11990 short 1 1240 s s 3 cor
6 11990 long 1 1326 d d 3 cor
6 11990 short 0 1082 d s 3 cor
6 990 long 1 771 s s 3 inc
6 5990 long 1 969 d d 3 cor
6 11990 medium 1 787 s s 3 cor
6 11990 medium 1 648 s s 3 cor
6 990 medium 1 793 s s 3 cor
6 5990 long 1 780 s s 3 cor
6 5990 short 1 602 s s 3 cor
6 11990 medium 0 1086 d s 3 cor
6 5990 long 1 839 d d 3 inc
6 11990 medium 1 860 d d 3 cor
6 5990 short 1 710 s s 3 cor
6 990 medium 1 1112 s s 3 cor
6 990 long 1 863 d d 3 cor
6 11990 long 1 925 s s 3 cor
6 990 short 0 784 d s 3 cor
6 5990 short 1 794 d d 3 inc
6 11990 short 0 1009 d s 3 cor
6 11990 long 1 799 d d 3 inc
6 990 short 1 806 s s 3 cor
6 990 short 1 812 d d 3 cor
6 5990 long 1 972 s s 3 cor
6 5990 medium 1 835 d d 3 cor
6 990 medium 1 725 d d 3 cor
60 5990 medium 1 993 d d 3 cor
60 990 short 1 1530 s s 3 cor
60 990 long 1 1498 s s 3 cor
60 990 medium 0 2825 d s 3 cor
60 11990 short 1 1412 d d 3 inc
60 990 short 1 1427 s s 3 cor
60 11990 long 1 1136 d d 3 cor
60 5990 long 1 1553 s s 3 cor
60 5990 short 0 1449 s d 3 cor
60 11990 short 0 1302 s d 3 inc
60 11990 short 1 2420 s s 3 inc
60 5990 long 1 1627 s s 3 cor
60 5990 medium 1 1253 s s 3 cor
60 11990 short 1 2013 d d 3 cor
60 5990 long 1 1845 d d 3 cor
60 990 long 1 1296 s s 3 cor
60 11990 medium 0 1575 s d 3 cor
60 990 short 0 1995 d s 3 inc
60 11990 medium 1 2042 d d 3 inc
60 990 medium 1 2817 s s 3 cor
60 11990 long 1 1634 d d 3 cor
60 5990 medium 0 2424 d s 3 cor
60 11990 long 0 2291 s d 3 inc
60 11990 medium 1 1693 d d 3 inc
60 11990 long 1 1869 s s 3 cor
60 5990 short 1 1340 d d 3 cor
60 5990 short 0 1684 s d 3 cor
60 990 medium 0 1983 d s 3 inc
60 990 short 1 1639 d d 3 inc
60 5990 short 1 1474 d d 3 cor
60 990 long 1 1363 d d 3 cor
60 990 medium 1 1385 s s 3 cor
60 5990 medium 1 2827 s s 3 cor
60 5990 long 1 1499 d d 3 inc
60 990 long 1 1687 d d 3 cor
60 11990 medium 1 2002 d d 3 cor
60 11990 short 1 1677 s s 3 cor
60 5990 short 1 1885 d d 3 cor
60 5990 medium 1 1479 d d 3 cor
60 990 long 1 1370 d d 3 cor
60 11990 long 1 1425 d d 3 cor
60 11990 long 1 1376 d d 3 cor
60 990 short 1 1284 s s 3 cor
60 5990 short 0 1526 d s 3 cor
60 5990 medium 1 1359 s s 3 inc
60 990 long 1 1211 d d 3 cor
60 11990 long 0 2261 s d 3 cor
60 11990 medium 0 1597 s d 3 inc
60 11990 short 1 2262 d d 3 inc
60 990 short 1 1564 d d 3 cor
60 11990 medium 0 1784 s d 3 cor
60 990 short 1 1442 s s 3 inc
60 990 medium 1 1614 s s 3 cor
60 990 short 1 1375 d d 3 cor
60 11990 long 0 2049 s d 3 cor
60 5990 short 1 1691 s s 3 cor
60 5990 long 0 1827 s d 3 cor
60 990 long 1 1459 s s 3 inc
60 5990 medium 1 1425 s s 3 cor
60 5990 long 0 2199 s d 3 cor
60 990 medium 0 2121 d s 3 inc
60 990 medium 1 2051 s s 3 inc
60 990 long 1 1547 s s 3 cor
60 990 medium 0 1575 d s 3 cor
60 5990 long 1 2787 d d 3 inc
60 5990 short 1 2441 s s 3 cor
60 11990 medium 1 2347 d d 3 cor
60 11990 short 1 1535 d d 3 inc
60 5990 long 1 1729 d d 3 cor
60 5990 long 1 2319 s s 3 cor
60 990 medium 1 1403 s s 3 cor
60 5990 short 1 1246 s s 3 cor
60 990 short 1 1350 s s 3 cor
60 11990 medium 1 1758 s s 3 cor
60 11990 medium 1 1700 s s 3 cor
60 990 medium 1 1760 d d 3 cor
60 5990 short 1 1547 d d 3 cor
60 990 long 0 1522 d s 3 cor
60 11990 long 1 1843 d d 3 inc
60 5990 medium 0 1288 s d 3 cor
60 11990 short 1 2460 d d 3 inc
60 990 medium 1 1306 s s 3 cor
60 5990 long 1 1518 d d 3 cor
60 5990 long 0 1431 d s 3 cor
60 5990 short 1 1538 d d 3 inc
60 11990 short 1 2191 d d 3 cor
60 5990 medium 1 2631 d d 3 cor
60 11990 medium 1 1569 d d 3 cor
60 11990 medium 1 1606 d d 3 cor
60 990 long 1 1680 s s 3 cor
60 990 long 1 1325 d d 3 cor
60 5990 short 0 1638 s d 3 cor
60 990 medium 0 1593 d s 3 inc
60 11990 long 0 1826 s d 3 inc
60 990 short 1 1456 s s 3 inc
60 5990 long 0 2523 s d 3 cor
60 990 long 1 1292 s s 3 inc
60 990 short 0 1589 d s 3 cor
60 5990 medium 1 1756 d d 3 inc
60 990 short 1 1599 d d 3 cor
60 5990 short 1 1839 d d 3 cor
60 990 medium 1 1643 d d 3 cor
60 11990 long 0 1378 s d 3 cor
60 5990 short 1 2242 s s 3 cor
60 5990 short 0 2103 s d 3 cor
60 11990 medium 1 2233 d d 3 cor
60 5990 medium 0 2225 s d 3 cor
60 990 medium 1 1383 s s 3 inc
60 5990 medium 1 1718 s s 3 cor
60 11990 short 1 2053 d d 3 cor
60 5990 long 1 1248 s s 3 inc
60 990 short 1 1299 d d 3 cor
60 5990 short 0 1345 d s 3 cor
60 990 short 1 1398 s s 3 inc
60 5990 medium 1 1494 d d 3 cor
60 11990 short 1 1730 s s 3 cor
60 11990 short 1 1759 d d 3 cor
60 11990 medium 0 1889 s d 3 cor
60 990 long 1 1475 s s 3 inc
60 990 medium 1 1278 s s 3 cor
60 990 long 1 1239 d d 3 cor
60 11990 long 1 2312 d d 3 cor
60 5990 long 1 1573 s s 3 cor
60 5990 long 1 1912 d d 3 cor
60 990 long 1 1686 d d 3 cor
60 11990 medium 1 2149 d d 3 cor
60 990 long 1 1606 s s 3 cor
60 5990 medium 1 1786 d d 3 cor
60 990 medium 1 1566 d d 3 cor
60 11990 long 1 1695 d d 3 cor
61 990 short 0 1281 s d 3 cor
61 990 medium 1 1037 s s 3 inc
61 990 medium 1 1406 s s 3 cor
61 990 medium 1 1181 d d 3 inc
61 5990 long 1 1095 d d 3 cor
61 5990 medium 1 1052 d d 3 cor
61 11990 short 0 1097 s d 3 cor
61 990 short 1 964 d d 3 inc
61 11990 medium 1 899 d d 3 cor
61 11990 long 0 2616 d s 3 cor
61 990 short 1 1040 d d 3 inc
61 5990 short 1 1239 d d 3 cor
61 990 long 1 1605 s s 3 cor
61 11990 short 1 956 d d 3 cor
61 5990 long 1 883 d d 3 cor
61 5990 medium 1 1555 d d 3 cor
61 990 medium 1 866 d d 3 cor
61 5990 medium 1 1519 s s 3 cor
61 990 long 1 2293 d d 3 cor
61 990 long 1 1333 d d 3 cor
61 11990 long 1 2034 s s 3 cor
61 990 long 1 1406 s s 3 cor
61 5990 short 1 1291 s s 3 cor
61 11990 medium 1 1612 s s 3 cor
61 5990 short 0 2570 s d 3 cor
61 5990 medium 1 1290 s s 3 inc
61 5990 long 1 1933 s s 3 cor
61 11990 short 1 1257 d d 3 cor
61 990 short 1 1118 s s 3 cor
61 11990 medium 1 1232 d d 3 cor
61 11990 short 0 1115 s d 3 cor
61 5990 long 1 1195 s s 3 inc
61 11990 long 1 1412 d d 3 cor
61 5990 short 1 1432 d d 3 cor
61 5990 short 1 963 d d 3 cor
61 11990 short 1 1646 s s 3 cor
61 5990 medium 1 1286 d d 3 cor
61 990 medium 1 1124 d d 3 cor
61 990 medium 1 1114 s s 3 cor
61 990 short 1 957 d d 3 cor
61 11990 medium 1 1080 s s 3 cor
61 5990 long 1 1587 s s 3 cor
61 11990 long 1 1061 d d 3 cor
61 5990 long 1 1562 d d 3 cor
61 990 short 1 1412 s s 3 cor
61 11990 medium 1 1133 d d 3 cor
61 5990 medium 1 1212 d d 3 cor
61 990 long 1 1185 s s 3 cor
61 5990 medium 0 1262 s d 3 cor
61 990 long 0 1870 d s 3 inc
61 11990 long 1 1926 s s 3 inc
61 11990 long 1 1126 d d 3 cor
61 990 short 1 1314 s s 3 cor
61 5990 short 1 1833 s s 3 cor
61 990 medium 1 1103 s s 3 cor
61 990 medium 0 1969 d s 3 cor
61 11990 short 1 1391 d d 3 inc
61 11990 short 0 2410 d s 3 cor
61 990 long 0 1093 d s 3 inc
61 990 long 1 1031 s s 3 inc
61 5990 long 1 1174 d d 3 cor
61 5990 short 1 1214 s s 3 cor
61 11990 medium 1 1087 d d 3 cor
61 990 short 0 1683 d s 3 cor
61 5990 short 1 937 d d 3 inc
61 11990 medium 1 1284 s s 3 cor
61 5990 long 1 2037 s s 3 cor
61 5990 medium 1 1004 s s 3 cor
61 11990 long 1 965 s s 3 cor
61 11990 short 1 914 s s 3 cor
61 11990 long 1 1948 s s 3 cor
61 990 medium 1 1340 d d 3 cor
61 11990 short 1 1166 s s 3 cor
61 11990 short 1 1035 d d 3 cor
61 11990 long 1 1455 s s 3 cor
61 5990 long 1 967 s s 3 cor
61 990 medium 0 972 d s 3 cor
61 990 long 1 935 d d 3 inc
61 990 medium 1 920 s s 3 cor
61 990 medium 1 754 s s 3 cor
61 11990 medium 1 1256 s s 3 cor
61 11990 medium 1 1892 d d 3 cor
61 5990 long 1 1309 s s 3 cor
61 990 short 1 1039 s s 3 cor
61 11990 long 1 1309 d d 3 cor
61 5990 medium 0 1810 s d 3 cor
61 5990 medium 1 1156 s s 3 inc
61 990 long 1 1027 d d 3 cor
61 11990 short 0 2484 d s 3 cor
61 990 long 1 958 s s 3 inc
61 5990 long 1 1213 d d 3 cor
61 11990 long 1 1057 d d 3 cor
61 5990 short 1 990 d d 3 cor
61 990 long 1 2701 s s 3 cor
61 990 short 1 740 d d 3 cor
61 5990 short 1 1739 s s 3 cor
61 5990 medium 1 852 d d 3 cor
61 5990 medium 1 1278 d d 3 cor
61 5990 long 1 1471 d d 3 cor
61 11990 medium 1 869 d d 3 cor
61 5990 short 1 736 d d 3 cor
61 5990 short 1 1575 s s 3 cor
61 990 short 1 1312 d d 3 cor
61 11990 medium 1 1673 s s 3 cor
61 11990 short 1 843 s s 3 cor
61 990 short 1 946 s s 3 cor
61 5990 short 1 1105 s s 3 cor
61 990 short 1 825 s s 3 cor
61 5990 long 0 1254 d s 3 cor
61 5990 medium 1 2096 s s 3 inc
61 5990 medium 0 1067 s d 3 cor
61 11990 long 1 996 s s 3 inc
61 11990 medium 1 1191 d d 3 cor
61 11990 long 1 804 d d 3 cor
61 11990 medium 1 1683 s s 3 cor
61 990 long 0 891 d s 3 cor
61 5990 long 1 893 d d 3 inc
61 5990 short 1 901 d d 3 cor
61 990 long 1 1106 s s 3 cor
61 990 long 1 952 d d 3 cor
61 11990 long 0 1624 s d 3 cor
61 990 long 1 1156 s s 3 inc
61 990 short 0 1191 d s 3 cor
61 11990 short 1 1051 d d 3 inc
61 990 medium 1 737 d d 3 cor
61 990 short 1 786 d d 3 cor
61 990 medium 1 835 s s 3 cor
61 11990 short 1 1614 d d 3 cor
61 11990 medium 0 804 s d 3 cor
61 990 medium 1 791 d d 3 inc
61 11990 medium 0 1512 d s 3 cor
61 990 medium 1 1100 s s 3 inc
61 5990 long 1 920 s s 3 cor
61 5990 long 1 1104 s s 3 cor
61 5990 medium 1 891 d d 3 cor
61 5990 short 0 1456 s d 3 cor
61 990 short 1 834 s s 3 inc
61 5990 medium 1 1960 d d 3 cor
61 5990 short 1 807 d d 3 cor
61 11990 short 0 1006 s d 3 cor
61 11990 long 1 857 d d 3 inc
61 11990 short 1 873 s s 3 cor
62 11990 long 1 1562 s s 3 cor
62 990 short 1 1263 s s 3 cor
62 11990 short 1 1726 d d 3 cor
62 5990 short 0 2347 s d 3 cor
62 11990 long 1 1132 d d 3 cor
62 11990 short 1 1505 s s 3 cor
62 990 long 1 1473 d d 3 cor
62 990 long 1 1805 d d 3 cor
62 990 medium 1 931 s s 3 cor
62 11990 medium 1 1440 d d 3 cor
62 5990 short 1 1494 d d 3 cor
62 5990 medium 1 1350 d d 3 cor
62 5990 medium 1 1794 s s 3 cor
62 990 long 1 1279 s s 3 cor
62 990 long 1 1228 s s 3 cor
62 5990 long 1 1556 d d 3 cor
62 5990 medium 0 2000 s d 3 cor
62 990 short 0 1231 d s 3 inc
62 990 medium 1 1007 s s 3 inc
62 11990 long 1 905 s s 3 cor
62 5990 short 1 2760 d d 3 cor
62 11990 short 1 2308 d d 3 cor
62 990 short 1 1862 d d 3 cor
62 5990 medium 1 1661 d d 3 cor
62 11990 short 1 1437 s s 3 cor
62 5990 long 1 1051 s s 3 cor
62 5990 short 1 1184 s s 3 cor
62 11990 long 1 1986 d d 3 cor
62 5990 long 1 1203 s s 3 cor
62 990 short 1 809 s s 3 cor
62 990 medium 1 1140 d d 3 cor
62 11990 medium 1 2352 d d 3 cor
62 990 medium 1 995 d d 3 cor
62 11990 medium 1 1202 s s 3 cor
62 11990 long 0 1950 d s 3 cor
62 5990 short 1 2840 s s 3 inc
62 990 long 1 991 s s 3 cor
62 5990 medium 1 897 s s 3 cor
62 11990 short 1 2067 s s 3 cor
62 990 long 1 992 d d 3 inc
62 11990 short 1 1462 d d 3 cor
62 5990 medium 1 1066 d d 3 cor
62 990 medium 1 1293 s s 3 cor
62 990 long 1 1229 d d 3 cor
62 11990 medium 1 1699 s s 3 cor
62 990 medium 1 1247 d d 3 cor
62 5990 medium 1 1144 s s 3 cor
62 11990 long 1 1079 d d 3 cor
62 990 long 1 926 s s 3 cor
62 990 short 1 1730 d d 3 cor
62 5990 long 1 1067 d d 3 cor
62 990 short 1 915 s s 3 cor
62 990 medium 1 813 s s 3 cor
62 11990 short 0 1300 d s 3 cor
62 990 short 1 906 s s 3 inc
62 5990 long 1 1448 d d 3 cor
62 990 medium 1 1060 d d 3 cor
62 11990 medium 1 1919 s s 3 cor
62 5990 short 1 1907 s s 3 inc
62 11990 medium 1 1638 d d 3 cor
62 5990 long 0 1924 s d 3 cor
62 5990 medium 1 2137 d d 3 inc
62 11990 long 1 1254 s s 3 inc
62 5990 short 1 2114 d d 3 cor
62 5990 short 1 2162 d d 3 inc
62 990 short 1 1217 d d 3 cor
62 990 long 0 1044 d s 3 cor
62 5990 medium 1 1022 d d 3 inc
62 990 medium 1 1497 d d 3 cor
62 990 medium 1 1216 s s 3 cor
62 990 medium 1 873 s s 3 cor
62 5990 long 1 1844 d d 3 cor
62 11990 long 1 1710 d d 3 cor
62 5990 short 1 2102 s s 3 cor
62 11990 long 1 1579 s s 3 cor
62 5990 short 1 1572 s s 3 cor
62 11990 medium 1 1591 d d 3 cor
62 990 long 1 905 s s 3 inc
62 5990 short 1 1109 d d 3 cor
62 5990 long 1 1532 d d 3 cor
62 11990 short 1 1074 d d 3 cor
62 11990 long 1 1575 s s 3 cor
62 5990 short 1 1432 d d 3 cor
62 11990 long 1 1461 d d 3 cor
62 990 long 0 1818 d s 3 cor
62 990 medium 1 1573 d d 3 inc
62 11990 short 1 2111 d d 3 cor
62 990 short 1 1278 s s 3 cor
62 5990 medium 0 1126 s d 3 cor
62 5990 medium 1 1094 d d 3 inc
62 11990 medium 1 1245 s s 3 cor
62 5990 medium 1 1674 s s 3 cor
62 11990 medium 0 1712 s d 3 cor
62 990 long 1 892 s s 3 inc
62 990 short 1 1065 d d 3 cor
62 5990 long 1 1876 s s 3 cor
62 11990 short 1 1293 s s 3 cor
62 11990 medium 1 1719 d d 3 cor
62 990 short 1 1402 d d 3 cor
62 11990 short 1 1814 s s 3 cor
62 990 short 1 1330 s s 3 cor
62 11990 short 1 821 d d 3 cor
62 5990 medium 1 1233 d d 3 cor
62 990 medium 1 1077 s s 3 cor
62 11990 long 1 1025 d d 3 cor
62 11990 medium 1 1862 d d 3 cor
62 990 short 1 902 s s 3 cor
62 5990 short 1 2474 d d 3 cor
62 5990 medium 1 1997 d d 3 cor
62 990 short 1 903 d d 3 cor
62 11990 long 1 1193 s s 3 cor
62 990 short 1 1077 d d 3 cor
62 990 long 1 862 s s 3 cor
62 5990 long 1 863 s s 3 cor
62 11990 medium 1 1493 s s 3 cor
62 11990 medium 1 1246 d d 3 cor
62 11990 short 1 1239 s s 3 cor
62 5990 short 1 1664 s s 3 cor
62 5990 short 1 1297 s s 3 cor
62 5990 long 1 1708 s s 3 cor
62 11990 long 1 1461 d d 3 cor
62 5990 medium 1 1753 s s 3 cor
62 990 long 1 1468 d d 3 cor
62 5990 medium 1 2027 s s 3 cor
62 990 long 1 949 s s 3 cor
62 5990 long 0 1234 d s 3 cor
62 5990 long 0 958 d s 3 inc
62 990 medium 1 1332 d d 3 inc
62 11990 medium 1 1542 s s 3 cor
62 990 medium 1 1665 d d 3 cor
62 5990 short 1 2359 d d 3 cor
62 11990 short 1 1618 s s 3 cor
62 990 short 1 1256 s s 3 cor
62 990 medium 1 1415 s s 3 cor
62 990 long 1 1454 d d 3 cor
62 11990 short 1 1763 d d 3 cor
63 990 long 0 896 s d 3 cor
63 990 medium 1 692 s s 3 inc
63 5990 short 0 1077 s d 3 cor
63 990 short 0 732 d s 3 inc
63 990 medium 1 856 d d 3 inc
63 11990 short 0 668 d s 3 cor
63 990 long 1 873 d d 3 inc
63 990 short 1 1954 s s 3 cor
63 990 medium 1 956 d d 3 cor
63 5990 long 0 810 s d 3 cor
63 11990 long 1 1516 d d 3 inc
63 11990 medium 1 1463 s s 3 cor
63 990 long 1 943 d d 3 cor
63 11990 medium 0 1147 s d 3 cor
63 990 short 0 1467 d s 3 inc
63 5990 long 1 1056 s s 3 inc
63 5990 medium 0 1442 d s 3 cor
63 5990 medium 0 837 s d 3 inc
63 11990 medium 0 1112 d s 3 inc
63 5990 long 1 740 d d 3 inc
63 11990 short 1 562 s s 3 cor
63 11990 long 1 1152 s s 3 cor
63 11990 long 0 1017 s d 3 cor
63 5990 medium 1 1017 s s 3 inc
63 5990 medium 1 817 d d 3 cor
63 11990 short 1 795 s s 3 cor
63 5990 short 1 815 d d 3 cor
63 5990 short 1 776 d d 3 cor
63 990 short 1 732 s s 3 cor
63 990 medium 1 1188 s s 3 cor
63 5990 short 1 745 s s 3 cor
63 11990 long 1 930 d d 3 cor
63 11990 short 1 770 d d 3 cor
63 990 long 1 1150 s s 3 cor
63 11990 medium 1 755 d d 3 cor
63 5990 long 1 1015 d d 3 cor
63 990 short 0 2884 d s 3 cor
63 5990 medium 1 885 d d 3 inc
63 5990 medium 1 916 s s 3 cor
63 11990 short 0 944 s d 3 cor
63 11990 short 1 947 s s 3 inc
63 990 medium 1 731 s s 3 cor
63 990 medium 1 899 d d 3 cor
63 11990 long 0 1270 s d 3 cor
63 11990 medium 1 1187 d d 3 inc
63 990 long 1 950 s s 3 cor
63 990 short 1 1248 d d 3 cor
63 11990 long 1 939 d d 3 cor
63 5990 long 1 919 s s 3 cor
63 5990 short 1 805 d d 3 cor
63 990 long 1 1098 s s 3 cor
63 990 long 0 1311 d s 3 cor
63 11990 long 0 1015 d s 3 inc
63 990 long 1 1256 d d 3 inc
63 5990 short 0 951 s d 3 cor
63 11990 medium 1 1028 d d 3 inc
63 11990 medium 0 1030 s d 3 cor
63 11990 long 0 1417 s d 3 inc
63 11990 short 1 1107 d d 3 inc
63 5990 short 1 1258 d d 3 cor
63 990 medium 0 907 d s 3 cor
63 5990 long 1 944 d d 3 inc
63 5990 long 0 1291 s d 3 cor
63 990 short 1 970 s s 3 inc
63 5990 medium 0 858 s d 3 cor
63 5990 long 0 997 d s 3 inc
63 5990 medium 0 923 d s 3 inc
63 990 short 0 911 s d 3 inc
63 5990 short 1 697 s s 3 inc
63 11990 medium 1 962 s s 3 cor
63 990 medium 1 1016 s s 3 cor
63 11990 short 0 957 d s 3 cor
63 11990 short 0 722 d s 3 cor
63 990 long 1 1114 d d 3 inc
63 990 medium 1 887 d d 3 cor
63 11990 long 1 902 d d 3 cor
63 5990 long 0 650 s d 3 cor
63 5990 long 1 1022 d d 3 inc
63 11990 long 0 958 s d 3 cor
63 11990 short 1 1090 s s 3 inc
63 11990 long 0 1178 s d 3 cor
63 5990 medium 1 945 d d 3 inc
63 11990 short 0 1190 s d 3 cor
63 990 medium 1 1517 d d 3 inc
63 990 short 1 798 d d 3 cor
63 11990 medium 0 845 s d 3 cor
63 11990 long 1 1186 d d 3 inc
63 990 short 1 1088 s s 3 cor
63 5990 short 1 955 d d 3 cor
63 11990 short 1 830 d d 3 cor
63 5990 medium 1 1093 d d 3 cor
63 990 long 1 1224 s s 3 cor
63 990 long 1 935 s s 3 cor
63 11990 medium 1 1120 d d 3 cor
63 990 medium 1 870 s s 3 cor
63 5990 short 0 1031 s d 3 cor
63 11990 medium 1 763 d d 3 inc
63 990 short 1 898 d d 3 cor
63 5990 medium 0 1266 s d 3 cor
63 5990 medium 1 1053 s s 3 inc
63 990 medium 1 1542 s s 3 cor
63 5990 short 0 1245 d s 3 cor
63 5990 long 0 1224 s d 3 inc
63 11990 medium 1 1274 s s 3 inc
63 990 short 1 984 s s 3 cor
63 990 long 1 983 d d 3 cor
63 5990 short 1 1219 s s 3 cor
63 5990 long 1 1748 d d 3 cor
63 5990 short 1 1919 d d 3 cor
63 990 medium 0 2803 d s 3 cor
63 5990 medium 0 1217 d s 3 inc
63 5990 medium 1 816 s s 3 inc
63 11990 medium 1 771 d d 3 cor
63 5990 short 0 932 s d 3 cor
63 5990 medium 1 930 s s 3 inc
63 11990 short 1 819 s s 3 cor
63 990 medium 1 1230 s s 3 cor
63 11990 long 1 789 s s 3 cor
63 11990 short 1 1005 d d 3 cor
63 11990 long 0 1141 s d 3 cor
63 5990 long 1 878 s s 3 inc
63 11990 short 0 967 s d 3 cor
63 990 long 1 976 d d 3 inc
63 11990 short 1 954 d d 3 cor
63 11990 medium 0 1018 s d 3 cor
63 5990 long 0 1040 d s 3 inc
63 990 medium 0 1064 d s 3 inc
63 11990 long 1 784 d d 3 inc
63 5990 long 1 1339 d d 3 cor
63 990 long 1 1131 s s 3 cor
63 5990 long 1 1018 s s 3 cor
63 990 short 1 1072 d d 3 cor
63 990 short 0 845 d s 3 cor
63 5990 medium 0 1060 d s 3 inc
63 11990 long 1 1047 d d 3 inc
63 990 long 0 1458 d s 3 cor
63 990 short 1 1718 s s 3 inc
63 990 medium 1 1237 s s 3 cor
63 5990 short 1 975 s s 3 cor
63 11990 medium 0 884 d s 3 cor
63 990 long 1 905 s s 3 inc
63 5990 short 1 810 d d 3 cor
63 990 short 1 1027 s s 3 cor
63 11990 medium 1 896 s s 3 cor
64 11990 medium 1 1582 d d 3 cor
64 5990 long 1 877 d d 3 cor
64 990 long 1 1089 s s 3 cor
64 11990 medium 0 944 s d 3 cor
64 5990 medium 1 1729 d d 3 inc
64 990 medium 1 696 s s 3 cor
64 990 medium 1 614 s s 3 cor
64 5990 medium 1 822 d d 3 cor
64 11990 medium 1 1422 s s 3 cor
64 5990 short 0 1853 s d 3 cor
64 11990 long 1 1030 d d 3 inc
64 990 long 1 1298 d d 3 cor
64 11990 short 0 876 s d 3 cor
64 11990 short 1 902 d d 3 inc
64 990 medium 0 1179 d s 3 cor
