    6     83      1      1      2    164      2      3      1      1      1     1.258     0.571     0.304      1      1      1    999    999    999  
    6     83      1      2      2    134      1      3      1      0      1     2.509     0.328     0.342      1      0      1    999    999    999  
    6     83      1      3      1      3      3      3      1      0      0     0.733     0.296     0.258      1      0      0    999    999    999  
    6     84      1      1      2    163      3      3      1      1      1     0.809     0.365     0.555      1      1      1    999    999    999  
    6     84      1      2      2    166      1      3      1      1      1     1.728     0.440     0.362      1      1      1    999    999    999  
    6     84      1      3      1     30      2      3      0      0      0     1.304     0.309     0.273      0      0      0    999    999    999  
    6     85      0      1      2    167      2      4      1      1      1     0.795     0.418     0.464      1      1      1    999    999    999  
    6     85      0      2      2    126      1      4      1      1      1     1.598     0.312     0.304      1      1      1    999    999    999  
    6     85      0      3      2    189      3      4      0      0      0     0.819     0.688     0.495      0      0      0    999    999    999  
    6     86      1      1      2    145      2      3      1      1      1     0.832     0.379     0.520      1      1      1    999    999    999  
    6     86      1      2      2    155      3      3      1      1      1     0.931     0.370     0.464      1      1      1    999    999    999  
    6     86      1      3      1     20      1      3      0      0      0     1.901     0.391     0.416      0      0      0    999    999    999  
    6     87      0      1      2    129      2      4      1      1      1     0.989     0.739     0.349      1      1      1    999    999    999  
    6     87      0      2      2    141      1      4      1      1      1     3.202     0.496     0.648      1      1      1    999    999    999  
    6     87      0      3      2    156      3      4      0      1      0     0.896     0.331     0.253      0      1      0    999    999    999  
    6     88      1      1      2    110      2      2      1      1      1     0.544     0.846     0.296      1      1      1    999    999    999  
    6     88      1      2      1      5      3      2      1      1      1     1.184     0.312     0.536      1      1      1    999    999    999  
    6     88      1      3      2    115      1      2      0      1      0     1.290     0.288     0.271      0      1      0    999    999    999  
    6     89      1      1      2    188      1      2      1      1      0     1.150     0.367     0.867      1      1      0    999    999    999  
    6     89      1      2      1      2      3      2      1      1      1     0.749     0.323     0.424      1      1      1    999    999    999  
    6     89      1      3      2    165      2      2      0      0      0     0.832     1.040     0.312      0      0      0    999    999    999  
