subj_idx,size,rt,stim,correct,corresp,response,CSI,probe
18,2,0.927,2,1,0,0,2000,neg
1,6,0.9272,1,0,1,0,2000,pos
10,1,0.9272,1,1,1,1,No,pos
16,4,0.9273,1,1,1,1,400,pos
21,1,0.9274,1,1,1,1,2000,pos
4,6,0.9275,1,1,1,1,No,pos
9,2,0.9275,2,1,0,0,400,neg
20,4,0.9275,1,1,1,1,400,pos
16,4,0.9275,2,1,0,0,No,int
5,6,0.9276,1,1,1,1,No,pos
8,6,0.9276,1,1,1,1,2000,pos
2,6,0.9277,2,1,0,0,100,int
14,2,0.9277,2,1,0,0,2000,neg
9,2,0.9277,2,1,0,0,2000,neg
9,6,0.9277,1,1,1,1,100,pos
14,6,0.9278,2,0,0,1,100,neg
9,6,0.9278,1,1,1,1,100,pos
24,2,0.9278,2,1,0,0,100,neg
2,2,0.9279,1,1,1,1,1000,pos
17,2,0.9279,2,1,0,0,400,neg
9,2,0.9279,1,1,1,1,2000,pos
10,1,0.9279,2,1,0,0,2000,int
2,2,0.928,2,1,0,0,1000,int
2,2,0.9281,2,1,0,0,2000,neg
14,6,0.9281,2,1,0,0,No,neg
19,2,0.9281,1,1,1,1,400,pos
2,6,0.9282,1,0,1,0,No,pos
6,6,0.9282,2,1,0,0,100,neg
15,4,0.9282,2,1,0,0,400,neg
7,6,0.9283,1,1,1,1,No,pos
20,6,0.9284,2,1,0,0,2000,neg
5,4,0.9285,1,1,1,1,1000,pos
15,6,0.9285,2,0,0,1,2000,neg
1,2,0.9286,2,1,0,0,2000,neg
20,6,0.9286,1,1,1,1,400,pos
10,6,0.9288,1,1,1,1,No,pos
9,4,0.9289,2,1,0,0,400,int
17,2,0.929,2,1,0,0,400,int
14,4,0.9291,1,1,1,1,1000,pos
6,6,0.9291,2,1,0,0,No,neg
20,6,0.9291,1,0,1,0,2000,pos
17,6,0.9292,2,1,0,0,No,neg
23,1,0.9292,1,1,1,1,No,pos
4,4,0.9293,2,1,0,0,2000,neg
17,4,0.9294,2,1,0,0,400,neg
16,6,0.9294,2,1,0,0,No,int
5,6,0.9297,1,1,1,1,400,pos
15,2,0.9297,1,1,1,1,100,pos
10,6,0.9298,2,1,0,0,400,neg
23,1,0.9299,2,1,0,0,100,int
15,6,0.9299,2,1,0,0,1000,int
9,4,0.93,1,1,1,1,No,pos
23,6,0.9301,2,0,0,1,1000,neg
5,6,0.9301,1,1,1,1,No,pos
9,1,0.9301,1,1,1,1,2000,pos
18,6,0.9301,1,0,1,0,1000,pos
16,4,0.9301,1,1,1,1,2000,pos
23,4,0.9301,1,1,1,1,400,pos
15,4,0.9304,1,1,1,1,No,pos
18,6,0.9306,1,0,1,0,2000,pos
15,4,0.9308,1,1,1,1,No,pos
21,4,0.9308,2,1,0,0,2000,int
15,4,0.9309,1,1,1,1,No,pos
9,6,0.9309,2,1,0,0,400,neg
13,6,0.9309,2,0,0,1,400,int
24,1,0.9311,2,1,0,0,No,neg
16,2,0.9312,1,1,1,1,No,pos
10,6,0.9313,2,1,0,0,2000,neg
20,6,0.9313,1,0,1,0,100,pos
15,4,0.9315,2,1,0,0,100,neg
20,2,0.9315,2,1,0,0,No,int
11,2,0.9319,2,1,0,0,No,int
5,1,0.9319,1,1,1,1,400,pos
2,6,0.9322,2,0,0,1,1000,neg
3,1,0.9322,1,1,1,1,1000,pos
14,2,0.9323,2,1,0,0,No,neg
21,6,0.9325,1,1,1,1,400,pos
21,6,0.9325,1,0,1,0,400,pos
10,6,0.9325,2,1,0,0,2000,int
16,6,0.9325,2,1,0,0,400,neg
12,6,0.9326,2,1,0,0,2000,int
21,6,0.9326,1,1,1,1,400,pos
15,1,0.9328,1,1,1,1,2000,pos
16,2,0.9328,1,1,1,1,1000,pos
10,2,0.933,2,1,0,0,No,neg
24,1,0.9331,2,1,0,0,400,int
23,4,0.9332,2,1,0,0,No,neg
20,1,0.9332,1,1,1,1,400,pos
10,6,0.9333,1,1,1,1,1000,pos
17,2,0.9334,1,1,1,1,No,pos
23,1,0.9334,2,1,0,0,1000,int
18,4,0.9335,2,1,0,0,No,int
15,1,0.9337,1,1,1,1,1000,pos
15,2,0.9338,1,1,1,1,2000,pos
9,4,0.9338,1,0,1,0,No,pos
22,1,0.9338,2,1,0,0,1000,neg
8,6,0.9338,1,1,1,1,100,pos
8,4,0.9339,2,1,0,0,No,neg
22,1,0.9339,1,1,1,1,400,pos
6,4,0.9339,2,1,0,0,100,int
9,6,0.9339,1,0,1,0,No,pos
10,4,0.9341,1,1,1,1,100,pos
15,2,0.9342,2,1,0,0,1000,int
21,6,0.9342,1,1,1,1,No,pos
20,6,0.9342,2,1,0,0,No,int
8,2,0.9343,2,1,0,0,2000,int
20,2,0.9344,2,1,0,0,400,neg
4,6,0.9345,1,1,1,1,1000,pos
24,1,0.9345,2,1,0,0,400,neg
4,4,0.9346,1,1,1,1,1000,pos
6,1,0.9347,2,1,0,0,400,int
7,6,0.9348,2,1,0,0,No,neg
5,4,0.9348,2,1,0,0,100,int
3,2,0.9349,2,1,0,0,2000,neg
11,2,0.9349,2,1,0,0,400,neg
16,4,0.9349,1,1,1,1,1000,pos
3,1,0.935,1,1,1,1,400,pos
9,1,0.935,1,1,1,1,400,pos
16,4,0.935,2,0,0,1,400,neg
13,6,0.9351,2,1,0,0,2000,int
17,1,0.9352,1,1,1,1,1000,pos
17,4,0.9352,2,1,0,0,No,int
6,4,0.9352,2,1,0,0,No,neg
24,6,0.9352,1,1,1,1,No,pos
10,4,0.9352,1,1,1,1,No,pos
5,4,0.9353,1,1,1,1,No,pos
17,2,0.9354,2,1,0,0,400,int
15,4,0.9354,2,1,0,0,1000,int
18,2,0.9354,2,1,0,0,1000,int
8,6,0.9355,2,1,0,0,No,neg
10,1,0.9355,1,1,1,1,400,pos
6,1,0.9355,2,1,0,0,1000,int
2,6,0.9356,2,1,0,0,100,neg
11,6,0.9356,2,1,0,0,No,neg
21,4,0.9356,1,0,1,0,No,pos
21,1,0.9356,2,1,0,0,400,int
16,2,0.9356,1,1,1,1,100,pos
9,6,0.9357,2,1,0,0,No,neg
6,6,0.9357,2,1,0,0,100,int
13,2,0.9357,1,1,1,1,2000,pos
16,1,0.9357,1,1,1,1,2000,pos
14,6,0.9359,1,0,1,0,No,pos
5,4,0.9359,1,1,1,1,No,pos
6,6,0.9359,2,0,0,1,100,int
10,1,0.9359,1,1,1,1,1000,pos
2,6,0.936,1,0,1,0,No,pos
6,2,0.936,2,0,0,1,400,neg
10,2,0.9361,2,1,0,0,1000,int
15,4,0.9361,2,1,0,0,400,int
1,4,0.9362,2,1,0,0,100,neg
19,2,0.9363,2,1,0,0,2000,neg
5,4,0.9364,1,1,1,1,No,pos
15,4,0.9364,2,1,0,0,400,int
15,4,0.9364,2,1,0,0,400,neg
16,6,0.9364,2,1,0,0,1000,int
17,2,0.9365,2,1,0,0,1000,neg
15,4,0.9365,1,1,1,1,400,pos
10,6,0.9366,2,1,0,0,No,int
21,2,0.9366,2,1,0,0,2000,int
5,2,0.9366,1,1,1,1,400,pos
6,2,0.9366,1,1,1,1,1000,pos
16,6,0.9366,1,0,1,0,2000,pos
18,4,0.9367,1,1,1,1,400,pos
21,2,0.9368,1,1,1,1,400,pos
9,4,0.9369,2,1,0,0,400,neg
19,6,0.9369,2,1,0,0,No,int
1,6,0.937,1,1,1,1,No,pos
16,6,0.937,2,1,0,0,No,int
4,4,0.9371,2,1,0,0,1000,int
19,6,0.9371,2,1,0,0,2000,neg
21,6,0.9372,2,1,0,0,No,neg
21,6,0.9373,1,1,1,1,No,pos
6,6,0.9374,2,1,0,0,100,int
9,4,0.9374,1,1,1,1,2000,pos
18,6,0.9375,2,1,0,0,400,neg
23,4,0.9375,2,1,0,0,400,neg
11,1,0.9376,1,1,1,1,No,pos
15,6,0.9376,2,1,0,0,1000,neg
10,2,0.9377,1,1,1,1,1000,pos
15,2,0.9378,2,1,0,0,100,int
17,6,0.9379,2,1,0,0,400,int
2,4,0.938,2,1,0,0,1000,neg
16,2,0.9381,2,1,0,0,400,int
19,4,0.9382,2,1,0,0,2000,neg
18,6,0.9383,2,1,0,0,2000,int
24,6,0.9383,2,1,0,0,2000,neg
15,2,0.9384,2,1,0,0,100,neg
18,6,0.9384,2,0,0,1,2000,int
17,4,0.9385,1,1,1,1,400,pos
21,4,0.9385,2,1,0,0,2000,neg
19,6,0.9385,1,1,1,1,2000,pos
16,1,0.9385,2,1,0,0,No,int
9,1,0.9387,1,1,1,1,No,pos
9,1,0.9387,2,1,0,0,100,neg
18,6,0.9387,1,1,1,1,400,pos
18,6,0.9387,2,1,0,0,400,neg
5,6,0.9389,1,1,1,1,2000,pos
10,1,0.9391,2,1,0,0,100,neg
20,1,0.9391,2,1,0,0,400,neg
9,1,0.9392,1,1,1,1,100,pos
17,6,0.9394,1,0,1,0,2000,pos
5,1,0.9394,1,1,1,1,100,pos
3,6,0.9395,1,0,1,0,1000,pos
19,1,0.9395,2,1,0,0,100,neg
23,2,0.9396,2,1,0,0,400,int
19,4,0.9397,2,1,0,0,No,int
17,6,0.9398,2,0,0,1,1000,int
2,6,0.94,1,1,1,1,400,pos
21,6,0.94,2,1,0,0,1000,neg
6,4,0.9401,2,1,0,0,No,int
21,6,0.9403,2,1,0,0,400,int
2,2,0.9404,1,1,1,1,No,pos
23,1,0.9404,2,1,0,0,1000,neg
17,6,0.9405,1,1,1,1,400,pos
19,2,0.9405,1,1,1,1,100,pos
21,4,0.9405,2,1,0,0,No,neg
10,6,0.9407,2,1,0,0,2000,int
17,2,0.9408,2,1,0,0,100,int
16,4,0.9408,1,1,1,1,No,pos
16,1,0.9408,1,1,1,1,400,pos
15,1,0.941,1,1,1,1,100,pos
8,6,0.941,1,1,1,1,No,pos
10,1,0.9412,2,1,0,0,1000,neg
23,2,0.9412,1,1,1,1,No,pos
15,6,0.9413,2,1,0,0,100,int
20,6,0.9413,2,1,0,0,100,int
16,2,0.9414,1,1,1,1,1000,pos
18,6,0.9414,1,1,1,1,No,pos
22,4,0.9415,2,1,0,0,No,int
16,2,0.9416,1,1,1,1,No,pos
21,2,0.9417,2,1,0,0,No,neg
19,1,0.9417,1,0,1,0,2000,pos
11,6,0.9418,2,1,0,0,100,int
9,2,0.9418,2,1,0,0,No,neg
8,2,0.9418,1,1,1,1,400,pos
7,4,0.9419,1,1,1,1,No,pos
10,1,0.9419,1,1,1,1,1000,pos
8,6,0.942,1,1,1,1,No,pos
18,1,0.942,1,1,1,1,400,pos
18,1,0.942,2,1,0,0,2000,neg
18,4,0.942,1,0,1,0,No,pos
6,4,0.9421,1,0,1,0,No,pos
24,4,0.9421,1,1,1,1,100,pos
4,1,0.9423,1,1,1,1,2000,pos
3,4,0.9424,1,0,1,0,1000,pos
10,4,0.9424,1,1,1,1,100,pos
17,1,0.9424,1,1,1,1,2000,pos
23,2,0.9424,2,1,0,0,400,neg
19,2,0.9424,1,1,1,1,400,pos
18,1,0.9424,1,1,1,1,1000,pos
4,1,0.9425,1,1,1,1,1000,pos
20,6,0.9425,1,1,1,1,No,pos
20,4,0.9426,1,1,1,1,2000,pos
3,1,0.9427,1,1,1,1,2000,pos
19,2,0.9427,1,1,1,1,2000,pos
5,4,0.9427,2,1,0,0,100,int
11,6,0.9428,1,1,1,1,No,pos
15,6,0.9428,2,1,0,0,No,int
1,4,0.9429,1,0,1,0,No,pos
18,2,0.9429,1,0,1,0,2000,pos
23,6,0.943,1,1,1,1,No,pos
9,1,0.943,1,1,1,1,2000,pos
15,6,0.9431,2,1,0,0,No,neg
8,6,0.9432,2,1,0,0,100,int
15,4,0.9432,2,1,0,0,1000,neg
9,6,0.9432,1,1,1,1,No,pos
1,6,0.9434,2,1,0,0,No,neg
9,6,0.9434,1,1,1,1,100,pos
22,6,0.9435,1,1,1,1,No,pos
2,2,0.9436,1,1,1,1,100,pos
19,1,0.9436,2,1,0,0,1000,int
2,6,0.9438,2,0,0,1,100,int
17,2,0.9438,2,1,0,0,400,neg
21,1,0.9438,1,1,1,1,2000,pos
13,2,0.9438,1,1,1,1,2000,pos
15,4,0.9438,2,1,0,0,2000,int
8,6,0.9439,2,1,0,0,No,neg
11,6,0.9439,1,1,1,1,100,pos
2,2,0.944,1,1,1,1,2000,pos
17,2,0.944,2,1,0,0,1000,int
3,6,0.9441,2,1,0,0,No,neg
15,6,0.9441,1,1,1,1,400,pos
21,6,0.9441,2,1,0,0,100,int
9,2,0.9441,1,1,1,1,2000,pos
16,6,0.9442,2,1,0,0,400,int
10,1,0.9442,1,1,1,1,2000,pos
10,6,0.9443,2,1,0,0,No,int
9,4,0.9443,1,1,1,1,400,pos
17,6,0.9444,2,1,0,0,100,int
21,6,0.9444,2,1,0,0,100,int
16,2,0.9444,2,1,0,0,1000,neg
5,2,0.9445,2,1,0,0,400,int
5,6,0.9446,1,1,1,1,2000,pos
17,2,0.9447,2,1,0,0,1000,int
18,4,0.9448,1,0,1,0,400,pos
21,2,0.9449,2,1,0,0,400,int
21,2,0.9451,2,1,0,0,400,int
17,6,0.9451,1,1,1,1,No,pos
10,2,0.9452,2,1,0,0,400,int
10,6,0.9452,1,1,1,1,No,pos
5,4,0.9454,1,1,1,1,2000,pos
1,6,0.9456,1,1,1,1,100,pos
9,4,0.9457,2,1,0,0,2000,int
23,2,0.9459,2,1,0,0,100,int
8,2,0.946,1,1,1,1,100,pos
15,6,0.946,2,1,0,0,400,int
1,4,0.9461,2,1,0,0,2000,neg
4,6,0.9461,1,1,1,1,400,pos
23,6,0.9461,2,1,0,0,400,int
15,6,0.9462,2,1,0,0,400,neg
20,2,0.9464,2,1,0,0,400,int
20,1,0.9464,2,1,0,0,No,int
10,4,0.9466,2,1,0,0,1000,int
17,2,0.9467,1,1,1,1,2000,pos
15,4,0.9468,1,1,1,1,No,pos
5,6,0.9469,1,1,1,1,2000,pos
10,1,0.947,1,1,1,1,100,pos
19,6,0.947,2,1,0,0,2000,int
8,4,0.9471,1,1,1,1,100,pos
23,2,0.9471,1,1,1,1,No,pos
9,6,0.9472,2,1,0,0,2000,int
14,6,0.9473,2,1,0,0,400,int
17,1,0.9473,1,1,1,1,100,pos
18,2,0.9473,2,1,0,0,No,neg
17,6,0.9474,1,1,1,1,400,pos
21,4,0.9474,2,1,0,0,100,int
9,2,0.9475,1,1,1,1,No,pos
21,1,0.9476,2,1,0,0,1000,int
24,2,0.9477,1,1,1,1,No,pos
2,1,0.9479,1,1,1,1,No,pos
21,2,0.9481,1,1,1,1,100,pos
5,1,0.9481,1,1,1,1,100,pos
13,1,0.9482,2,1,0,0,No,int
19,6,0.9482,1,0,1,0,1000,pos
15,4,0.9482,1,1,1,1,100,pos
17,6,0.9483,2,1,0,0,400,int
10,6,0.9483,1,1,1,1,2000,pos
10,4,0.9484,1,1,1,1,No,pos
4,1,0.9485,2,1,0,0,1000,int
21,6,0.9485,2,1,0,0,2000,neg
17,2,0.9485,2,1,0,0,100,int
6,2,0.9485,1,1,1,1,100,pos
10,1,0.9485,2,1,0,0,No,int
17,6,0.9486,2,1,0,0,1000,neg
20,2,0.9486,1,1,1,1,2000,pos
20,1,0.9486,1,1,1,1,1000,pos
20,1,0.9487,1,0,1,0,1000,pos
16,1,0.9487,2,1,0,0,No,neg
10,2,0.9489,1,1,1,1,No,pos
16,6,0.9489,2,1,0,0,100,int
23,4,0.949,1,1,1,1,No,pos
8,4,0.9492,2,1,0,0,No,int
5,4,0.9493,1,1,1,1,No,pos
6,2,0.9493,1,0,1,0,No,pos
16,2,0.9494,1,1,1,1,1000,pos
24,6,0.9494,2,1,0,0,No,int
17,4,0.9495,2,1,0,0,400,int
20,2,0.9495,1,1,1,1,1000,pos
23,1,0.9497,1,1,1,1,1000,pos
8,6,0.9498,1,0,1,0,No,pos
21,2,0.9498,1,1,1,1,No,pos
20,2,0.9499,2,1,0,0,2000,int
16,2,0.95,1,1,1,1,400,pos
24,1,0.95,1,1,1,1,2000,pos
20,2,0.95,1,1,1,1,1000,pos
6,4,0.9503,2,1,0,0,No,neg
23,1,0.9503,1,1,1,1,2000,pos
3,1,0.9504,1,1,1,1,1000,pos
23,2,0.9504,1,1,1,1,2000,pos
15,2,0.9504,2,1,0,0,2000,neg
3,1,0.9505,1,1,1,1,2000,pos
3,4,0.9505,1,1,1,1,No,pos
3,1,0.9505,2,1,0,0,2000,neg
17,1,0.9505,1,1,1,1,2000,pos
17,4,0.9505,1,1,1,1,No,pos
15,2,0.9505,1,1,1,1,400,pos
20,6,0.9505,2,1,0,0,No,neg
11,4,0.9506,1,1,1,1,No,pos
15,2,0.9506,1,1,1,1,1000,pos
20,6,0.9506,2,1,0,0,No,neg
11,2,0.9507,1,1,1,1,1000,pos
20,4,0.9507,1,0,1,0,2000,pos
24,6,0.9507,2,1,0,0,No,int
3,6,0.9509,1,0,1,0,100,pos
13,6,0.951,1,0,1,0,100,pos
18,2,0.951,2,1,0,0,1000,int
2,1,0.9511,1,1,1,1,1000,pos
5,6,0.9511,1,1,1,1,No,pos
8,6,0.9511,2,1,0,0,No,neg
9,1,0.9512,1,1,1,1,2000,pos
10,6,0.9513,1,1,1,1,100,pos
9,6,0.9513,2,1,0,0,No,int
9,6,0.9515,2,1,0,0,No,int
17,6,0.9515,2,1,0,0,No,neg
15,1,0.9516,2,1,0,0,No,int
9,6,0.9516,2,1,0,0,100,int
19,4,0.9517,2,1,0,0,2000,neg
19,6,0.9519,2,1,0,0,100,neg
2,2,0.952,1,1,1,1,2000,pos
10,1,0.952,2,1,0,0,2000,int
23,4,0.9522,1,1,1,1,1000,pos
22,6,0.9522,2,1,0,0,400,int
13,6,0.9522,1,1,1,1,No,pos
15,4,0.9524,1,1,1,1,400,pos
10,1,0.9524,1,1,1,1,2000,pos
17,2,0.9525,2,1,0,0,1000,neg
21,2,0.9525,2,1,0,0,2000,int
5,6,0.9525,1,1,1,1,100,pos
9,4,0.9526,2,1,0,0,400,neg
20,1,0.9526,2,0,0,1,No,neg
17,2,0.9527,1,1,1,1,1000,pos
17,6,0.9527,1,0,1,0,No,pos
20,6,0.9527,1,0,1,0,1000,pos
18,4,0.9527,2,1,0,0,1000,int
17,6,0.9528,1,1,1,1,100,pos
21,6,0.9528,2,0,0,1,No,int
16,2,0.9528,2,1,0,0,2000,neg
16,6,0.9529,2,1,0,0,400,neg
5,4,0.953,2,1,0,0,2000,neg
1,6,0.953,1,1,1,1,1000,pos
12,6,0.9531,1,0,1,0,No,pos
20,6,0.9531,2,0,0,1,400,int
16,6,0.9531,1,1,1,1,No,pos
14,4,0.9536,2,1,0,0,1000,int
10,4,0.9538,2,1,0,0,1000,int
15,6,0.9538,2,1,0,0,400,neg
19,4,0.9541,1,1,1,1,1000,pos
5,2,0.9541,2,1,0,0,No,int
23,4,0.9543,1,1,1,1,1000,pos
15,1,0.9544,1,1,1,1,No,pos
5,2,0.9545,2,1,0,0,100,neg
21,4,0.9547,1,1,1,1,2000,pos
17,6,0.9548,1,1,1,1,400,pos
21,2,0.9548,2,1,0,0,100,int
15,4,0.9549,2,1,0,0,No,neg
15,1,0.955,1,1,1,1,400,pos
16,6,0.955,2,0,0,1,100,int
3,6,0.9551,2,1,0,0,2000,int
16,2,0.9551,1,1,1,1,No,pos
23,6,0.9551,2,1,0,0,2000,neg
21,1,0.9552,1,1,1,1,100,pos
18,4,0.9552,2,1,0,0,100,neg
19,1,0.9553,1,1,1,1,100,pos
10,4,0.9553,2,1,0,0,400,int
17,6,0.9554,1,1,1,1,2000,pos
10,4,0.9554,1,1,1,1,1000,pos
10,4,0.9554,2,1,0,0,400,int
3,2,0.9556,2,1,0,0,No,int
10,4,0.9556,2,1,0,0,1000,neg
23,1,0.9556,1,1,1,1,100,pos
8,2,0.9557,2,1,0,0,No,int
14,2,0.9557,1,1,1,1,100,pos
10,2,0.9561,2,1,0,0,100,int
17,6,0.9561,1,1,1,1,2000,pos
10,2,0.9562,1,1,1,1,No,pos
11,2,0.9563,1,1,1,1,No,pos
23,4,0.9566,1,1,1,1,No,pos
17,2,0.9569,2,1,0,0,100,int
23,4,0.9569,1,1,1,1,No,pos
10,1,0.9569,1,1,1,1,1000,pos
1,4,0.9571,1,1,1,1,No,pos
19,1,0.9571,1,1,1,1,2000,pos
19,2,0.9572,1,1,1,1,No,pos
18,1,0.9572,2,1,0,0,2000,int
10,6,0.9572,2,1,0,0,400,int
15,1,0.9574,2,1,0,0,1000,neg
15,4,0.9575,1,1,1,1,No,pos
19,1,0.9575,2,1,0,0,400,int
22,4,0.9576,2,0,0,1,No,int
16,2,0.9576,2,1,0,0,No,int
18,6,0.9576,2,0,0,1,400,neg
17,6,0.9577,2,1,0,0,100,int
8,2,0.9577,1,1,1,1,2000,pos
18,1,0.9577,1,1,1,1,2000,pos
24,1,0.9577,1,1,1,1,2000,pos
13,4,0.9579,2,1,0,0,No,neg
13,1,0.958,2,1,0,0,400,neg
23,4,0.958,1,1,1,1,100,pos
16,6,0.9582,1,1,1,1,No,pos
4,1,0.9583,1,0,1,0,2000,pos
16,4,0.9583,1,1,1,1,2000,pos
6,1,0.9584,1,1,1,1,1000,pos
12,6,0.9584,1,1,1,1,1000,pos
20,6,0.9584,1,0,1,0,No,pos
9,6,0.9585,2,1,0,0,No,neg
17,1,0.9585,1,1,1,1,2000,pos
13,1,0.9585,1,1,1,1,1000,pos
16,6,0.9585,2,0,0,1,No,int
5,1,0.9586,1,1,1,1,2000,pos
18,6,0.9586,2,1,0,0,1000,int
11,2,0.9587,2,1,0,0,1000,neg
21,6,0.9587,1,1,1,1,100,pos
10,4,0.9588,2,1,0,0,No,int
16,4,0.9588,1,1,1,1,400,pos
15,2,0.9589,1,1,1,1,400,pos
16,4,0.9589,1,1,1,1,No,pos
9,2,0.959,2,1,0,0,400,neg
3,6,0.9591,1,1,1,1,100,pos
17,4,0.9591,2,1,0,0,No,neg
18,6,0.9591,2,1,0,0,No,neg
1,6,0.9593,1,0,1,0,No,pos
15,4,0.9593,1,1,1,1,1000,pos
10,1,0.9594,1,1,1,1,400,pos
17,4,0.9594,1,1,1,1,No,pos
10,1,0.9595,1,1,1,1,1000,pos
19,1,0.9595,2,1,0,0,1000,int
19,1,0.9595,1,1,1,1,1000,pos
6,1,0.9595,1,1,1,1,2000,pos
19,1,0.9596,1,1,1,1,1000,pos
5,1,0.9596,1,1,1,1,400,pos
6,1,0.9596,2,1,0,0,2000,int
3,2,0.9597,1,0,1,0,400,pos
3,6,0.9597,1,1,1,1,No,pos
12,1,0.9597,2,1,0,0,2000,int
22,6,0.9597,2,1,0,0,No,int
6,2,0.9597,1,1,1,1,400,pos
19,6,0.9598,2,1,0,0,100,neg
10,1,0.9598,2,1,0,0,2000,neg
6,6,0.96,1,1,1,1,No,pos
6,6,0.96,1,1,1,1,100,pos
9,2,0.96,1,1,1,1,2000,pos
19,2,0.9601,2,1,0,0,2000,int
13,6,0.9602,1,1,1,1,No,pos
23,6,0.9602,1,1,1,1,100,pos
2,2,0.9604,2,1,0,0,2000,neg
11,4,0.9604,2,1,0,0,400,int
19,6,0.9604,1,0,1,0,100,pos
17,2,0.9605,1,1,1,1,1000,pos
21,2,0.9605,1,1,1,1,400,pos
10,6,0.9605,2,1,0,0,100,neg
17,6,0.9606,2,1,0,0,100,int
16,6,0.9606,1,1,1,1,No,pos
8,1,0.9607,1,1,1,1,2000,pos
11,4,0.9607,2,1,0,0,400,int
21,2,0.9607,1,1,1,1,400,pos
15,1,0.9609,1,1,1,1,100,pos
10,2,0.9609,1,1,1,1,2000,pos
1,6,0.9612,2,0,0,1,100,neg
5,4,0.9614,1,0,1,0,1000,pos
8,6,0.9615,1,1,1,1,400,pos
5,6,0.9617,2,1,0,0,No,int
10,4,0.962,1,1,1,1,400,pos
8,2,0.9621,2,1,0,0,No,neg
18,1,0.9621,1,1,1,1,2000,pos
24,6,0.9621,1,0,1,0,2000,pos
15,1,0.9622,2,1,0,0,No,neg
15,2,0.9622,1,1,1,1,100,pos
6,6,0.9626,1,1,1,1,400,pos
23,2,0.9627,1,0,1,0,100,pos
15,6,0.9629,1,1,1,1,100,pos
19,6,0.9629,1,0,1,0,2000,pos
13,1,0.9631,1,1,1,1,No,pos
5,6,0.9632,2,1,0,0,2000,neg
4,2,0.9633,2,1,0,0,1000,neg
10,4,0.9633,1,1,1,1,400,pos
8,1,0.9635,1,1,1,1,No,pos
15,2,0.9637,2,1,0,0,No,neg
9,2,0.9639,2,1,0,0,No,neg
21,6,0.9639,2,1,0,0,2000,neg
23,6,0.964,1,0,1,0,400,pos
6,6,0.9641,1,0,1,0,1000,pos
18,1,0.9641,2,1,0,0,1000,neg
18,2,0.9641,2,1,0,0,No,int
17,6,0.9642,2,1,0,0,2000,int
5,6,0.9642,2,1,0,0,400,neg
6,6,0.9642,1,1,1,1,1000,pos
22,4,0.9643,2,1,0,0,No,int
23,2,0.9645,2,1,0,0,100,neg
16,1,0.9646,2,1,0,0,2000,neg
6,1,0.9647,2,1,0,0,2000,neg
16,1,0.9647,1,1,1,1,No,pos
20,1,0.965,2,1,0,0,1000,int
7,2,0.9651,2,1,0,0,No,neg
8,4,0.9654,1,1,1,1,100,pos
16,2,0.9654,1,1,1,1,2000,pos
3,4,0.9655,2,1,0,0,No,int
22,4,0.9655,2,1,0,0,No,int
13,4,0.9656,2,1,0,0,100,int
15,4,0.9656,1,1,1,1,400,pos
7,1,0.9657,1,0,1,0,400,pos
3,4,0.9659,2,1,0,0,No,int
18,1,0.9659,1,1,1,1,1000,pos
6,6,0.966,1,1,1,1,100,pos
16,6,0.966,1,1,1,1,No,pos
23,2,0.9663,1,1,1,1,400,pos
5,4,0.9664,2,1,0,0,100,int
4,1,0.9665,1,0,1,0,2000,pos
15,2,0.9665,2,1,0,0,1000,neg
1,4,0.9666,1,1,1,1,No,pos
3,1,0.9666,1,1,1,1,400,pos
8,2,0.9666,1,1,1,1,1000,pos
17,1,0.9667,2,1,0,0,2000,neg
22,2,0.9667,1,1,1,1,1000,pos
7,1,0.9667,2,0,0,1,2000,neg
19,4,0.9669,1,1,1,1,No,pos
9,1,0.967,2,1,0,0,400,int
9,6,0.9671,2,1,0,0,No,int
13,4,0.9672,2,1,0,0,No,int
19,1,0.9672,1,1,1,1,400,pos
18,2,0.9672,2,1,0,0,400,int
6,1,0.9673,2,1,0,0,1000,neg
7,1,0.9673,2,0,0,1,1000,neg
19,1,0.9674,1,1,1,1,1000,pos
21,4,0.9674,1,1,1,1,No,pos
18,6,0.9675,2,1,0,0,No,int
5,2,0.9676,1,1,1,1,2000,pos
10,2,0.9676,1,1,1,1,2000,pos
20,4,0.9676,1,1,1,1,400,pos
23,1,0.9676,2,1,0,0,1000,neg
4,6,0.9677,1,1,1,1,No,pos
17,1,0.9677,1,1,1,1,400,pos
17,1,0.9677,2,1,0,0,1000,neg
9,6,0.9677,1,1,1,1,100,pos
9,1,0.9677,2,1,0,0,No,int
21,1,0.9678,1,1,1,1,2000,pos
14,6,0.968,1,1,1,1,No,pos
18,4,0.968,2,1,0,0,2000,int
9,2,0.9681,1,1,1,1,1000,pos
10,1,0.9681,2,1,0,0,2000,int
21,2,0.9685,1,1,1,1,1000,pos
16,6,0.9685,1,1,1,1,100,pos
17,2,0.9686,2,1,0,0,1000,int
1,2,0.9687,2,1,0,0,1000,int
14,4,0.9687,2,1,0,0,400,int
23,1,0.9687,2,1,0,0,100,neg
21,2,0.9688,2,1,0,0,2000,neg
21,2,0.9689,1,1,1,1,400,pos
14,4,0.969,1,1,1,1,1000,pos
12,6,0.969,1,1,1,1,No,pos
21,6,0.969,2,1,0,0,No,neg
18,4,0.969,1,1,1,1,1000,pos
8,6,0.9692,1,1,1,1,2000,pos
16,6,0.9692,1,1,1,1,No,pos
5,2,0.9693,2,1,0,0,100,int
